,id,date,likes,content,username,media,inferred company,captions
299917,299918,2019-09-03 02:00:07,538,What would you like to see done now about the climate crisis? 10 presidential candidates weigh in. An Unprecedented Democratic Presidential Town Hall Event - Climate Crisis: Wednesday starting at 5 p.m. ET #ClimateTownHall <hyperlink>,CNN,"[Photo(previewUrl='https://pbs.twimg.com/media/EDgTL0-XUAQKH-k?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EDgTL0-XUAQKH-k?format=jpg&name=large')]",cnn,"Image describes The image features a group of six people, each wearing a suit and tie, standing next to each other. They are all smiling and appear to be posing for a picture. The people are arranged in a row, with three on the left side and three on the right side. The background is black, which provides a strong contrast to the well-dressed individuals. The color scheme of the image is predominantly red, white, and black, giving it a bold and striking appearance."
299918,299919,2020-01-21 09:21:06,1,"Singer, Beyonce Appreciates Fans For Braving The Elements For Ivy Park Launch <hyperlink> <hyperlink>",IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EOy2soRU8AEvHsF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EOy2soRU8AEvHsF?format=jpg&name=large')]",independent,"Image describes The image features a man and a woman standing next to each other, both wearing black and red outfits. The man is wearing a suit and tie, while the woman is dressed in a red dress. They are both clapping, possibly at an event or performance. The man is wearing a black bow tie, which adds a touch of elegance to his outfit. The woman's dress is adorned with a necklace, further enhancing her appearance. The scene captures a moment of shared enjoyment and appreciation for the occasion."
299919,299920,2019-05-26 17:09:33,133,".<mention>  and <mention>, my two heads of internal and external security, at the United Nations Economic Forum -  8th of April of this year. I could not attend myself because the U.S. would arrest me on the way to the U.N. The unreal madness of my world! <hyperlink>",officialmcafee,"[Photo(previewUrl='https://pbs.twimg.com/media/D7gkWZ-XYAAeZ3X?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D7gkWZ-XYAAeZ3X?format=jpg&name=large')]",mcafee,"Image describes The image is a collage of four different pictures, each featuring a man in a suit and tie. The man in the first picture is wearing a suit and tie, and he is sitting at a desk with a microphone in front of him. The man in the second picture is also wearing a suit and tie, and he is sitting at a desk with a laptop in front of him. The third picture shows a man in a suit and tie standing in front of a podium, and the fourth picture features a man in a suit and tie sitting in a chair.

The collage is set against a backdrop of a room with a dining table and chairs. There are several other people in the room, some of whom are wearing ties. The room also contains a few books and a cell phone. The overall color scheme of the image is predominantly black and white, with the man in the suit and tie being the main focus."
299920,299921,2020-03-30 07:41:25,1575,A police officer is wearing a coronavirus helmet to warn people to stay inside during India's lockdown <hyperlink> <hyperlink>,cnni,"[Photo(previewUrl='https://pbs.twimg.com/media/EUV1kviXkAETq_A?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EUV1kviXkAETq_A?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EUV1k2hWsAAma1j?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EUV1k2hWsAAma1j?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EUV1k-8WkAAH8mD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EUV1k-8WkAAH8mD?format=jpg&name=large')]",cnn,"Image describes The image features a person wearing a unique and colorful mask. The mask is predominantly red and has a striking design, possibly resembling a red octopus or a red crab. The person wearing the mask is standing in front of a car, and there are other people in the scene as well. One person is standing close to the car, while another person is located further back in the scene. The overall atmosphere of the image is vibrant and eye-catching due to the bright colors and the unusual mask."
299921,299922,2020-04-12 19:00:01,55,"See how easy it is to add the beauty of a gradient to the background of your app.

<mention> walks you through the NuGet package for #Xamarin: <hyperlink> <hyperlink>",VisualStudio,"[Photo(previewUrl='https://pbs.twimg.com/media/EVbNkM2X0Ao_B8M?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EVbNkM2X0Ao_B8M?format=jpg&name=large')]",microsoft,"Image describes The image features a collection of colorful images, including a purple image and a blue image. The purple image is located on the left side of the image, while the blue image is situated on the right side. The image also includes a few other images, making it a diverse and visually appealing display."
299922,299923,2019-10-25 12:17:36,0,"‘I’m On My Knees’, Arsenal Fans React After Mourinho’s Presence At Emirates <hyperlink> <hyperlink>",IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EHuTL6nU0AAxLLf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EHuTL6nU0AAxLLf?format=jpg&name=large')]",independent,"Image describes The image features a group of people sitting in a stadium, likely watching a game or event. They are sitting on a red bench, which is located in the middle of the scene. The people are positioned in various orientations, with some facing the front and others looking to the side.

In the background, there are several chairs scattered around the area, possibly for additional seating or for other spectators. The overall atmosphere of the scene suggests a lively event, with people gathered to enjoy the occasion."
299923,299924,2019-01-29 20:58:56,718,"""Empire"" actor Jussie Smollett was attacked early Tuesday morning in what Chicago police are calling a possible hate crime. Smollett was attacked by two people ""yelling out racial and homophobic slurs,"" according to police. <hyperlink> <hyperlink>",CNN,"[Photo(previewUrl='https://pbs.twimg.com/media/DyG2123WoAAAL_3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DyG2123WoAAAL_3?format=jpg&name=large')]",cnn,"Image describes The image features a man with curly hair, wearing a black shirt. He is standing in front of a blue background, which appears to be a wall. The man's hair is curly and he has a beard, giving him a distinctive appearance."
299924,299925,2020-02-17 09:24:37,1,Coronavirus: China Set To Postpone Important Political Event <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EQ96bUAU0AAArYC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EQ96bUAU0AAArYC?format=jpg&name=large')]",independent,"Image describes The image features a man sitting at a table, holding a large stack of papers. He is wearing a suit and tie, indicating a formal setting. The man appears to be focused on the papers, possibly preparing for a meeting or discussing important documents. The table is covered with a blue cloth, and the man is surrounded by several other people, some of whom are also wearing ties. The scene suggests a professional environment, possibly a conference or a business meeting."
299925,299926,2019-05-04 15:34:54,198,<mention> Stunning finish to take the Win! #VamosHeretics 🔥#ASTROfamily <hyperlink>,ASTROGamingUK,"[Photo(previewUrl='https://pbs.twimg.com/media/D5u7q77WwAEGjLE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D5u7q77WwAEGjLE?format=jpg&name=large')]",astro,"Image describes The image features a group of five young men sitting on a couch, all wearing matching uniforms. They are smiling and laughing together, creating a joyful atmosphere. The uniforms consist of black and white shirts, and the men are also wearing black pants. The couch they are sitting on is brown, providing a warm and comfortable setting for their gathering."
299926,299927,2018-01-01 21:45:03,742,"Pope Francis uses New Year's Day address to highlight struggles of migrants and refugees: ""Please do not extinguish the hope in their hearts"" <hyperlink> <hyperlink>",CNN,"[Photo(previewUrl='https://pbs.twimg.com/media/DSfIlsBU8AAxCxI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DSfIlsBU8AAxCxI?format=jpg&name=large')]",cnn,"Image describes The image features a man wearing a white robe, standing behind a glass barrier. He is waving his hand, possibly greeting someone or acknowledging an event. The man appears to be a religious figure, as he is dressed in a robe and is waving from a podium. The scene is predominantly white, with the man's robe and the glass barrier being the main colors. The man's hand is raised, and he seems to be the main focus of the image."
299927,299928,2020-09-21 09:20:35,51,"Get ready for this 😍 🔜 <mention> tackles his book collecting obsessions in an epic tale of bookstores, (travelling by train, bus, car and foot), authors (favourite and otherwise), editions and rarities, colour-coded shelving and, of course, those delicious white spines. <hyperlink>",saltpublishing,"[Photo(previewUrl='https://pbs.twimg.com/media/EibXXM_XkAEfj8S?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EibXXM_XkAEfj8S?format=jpg&name=large')]",independent,"Image describes The image features a bookshelf with a collection of books. The books are arranged in a row, with some books stacked on top of each other. The books are white, and they are placed on a white surface. The books are of various sizes, and they are neatly organized on the shelf."
299928,299929,2019-06-21 20:18:18,152,Always comforting when she stares intensely at the empty space right behind me for minutes at a time. <hyperlink>,MovieHooligan,"[Photo(previewUrl='https://pbs.twimg.com/media/D9nHtVNU8AAWJhy?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D9nHtVNU8AAWJhy?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/D9nHstXUYAABs97?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D9nHstXUYAABs97?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/D9nIA2iU4AAZkFQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D9nIA2iU4AAZkFQ?format=jpg&name=large')]",bell,"Image describes The image features a close-up of a black cat with yellow eyes. The cat appears to be staring at something, possibly a camera or a person. The cat's eyes are the most prominent feature of the image, as they are bright yellow and stand out against the black fur. The cat is positioned in the center of the frame, and its gaze is directed towards the viewer, creating an intense and captivating visual experience."
299929,299930,2018-11-23 08:50:42,41,Bradley Cooper directed A Star is Born fake drunk too <hyperlink> <hyperlink>,TheIndyFilm,"[Photo(previewUrl='https://pbs.twimg.com/media/DsrNoxhXcAAC2WX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DsrNoxhXcAAC2WX?format=jpg&name=large')]",independent,"Image describes The image features a man with long hair, wearing headphones and listening to music. He is standing in a dimly lit room, possibly in a darkened environment. The man appears to be focused on the music, possibly enjoying a concert or a personal playlist. The headphones are positioned on the man's head, and the room's lighting creates a somewhat mysterious atmosphere."
299930,299931,2019-03-01 19:18:00,260,I’d like to thank everyone who has helped me reach this incredible milestone in my life. <hyperlink>,MandyBell02,"[Photo(previewUrl='https://pbs.twimg.com/media/D0mJBYeVAAEPGns?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D0mJBYeVAAEPGns?format=jpg&name=large')]",bell,"Image describes The image features a white poster with a blue background. The poster displays a picture of a ping pong paddle and a baseball glove, along with the words ""The 2019 Good Year, AZ Forrest Gump Ping Pong Champion Mandy Bell."" The poster is placed on top of a table, and there is a small sign underneath it. The color scheme of the poster consists of blue, white, and red, with the red being the most prominent color in the design."
299931,299932,2020-10-18 22:00:02,162,"Good news, C devs. 

With Visual Studio 2019 version 16.8 Preview 3, we are officially supporting the latest ISO C language standards.

Get the details: <hyperlink> <hyperlink>",VisualStudio,"[Photo(previewUrl='https://pbs.twimg.com/media/EkpLP7eXEAE34Cp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EkpLP7eXEAE34Cp?format=jpg&name=large')]",microsoft,"Image describes The image features a laptop screen with a purple background. The screen displays a menu with various options, including ""C++ Team"" and ""VC++ 2017."" The laptop screen is open, and the options are clearly visible. The overall color scheme of the image is predominantly purple, with some white text and other elements."
299932,299933,2018-06-27 18:30:36,1,"10 Tips for Branding, Blogging and Social Media Marketing - <hyperlink> <hyperlink>",SmallBizLady,"[Photo(previewUrl='https://pbs.twimg.com/media/Dgt9fLtUYAAgNa0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dgt9fLtUYAAgNa0?format=jpg&name=large')]",emerson,"Image describes The image features a white background with a group of colorful social media icons arranged in a circle. The icons are of various sizes and are placed at different positions around the circle. The colors of the icons include red, blue, pink, yellow, and orange. The arrangement of the icons creates a visually appealing and vibrant display, showcasing the different social media platforms."
299933,299934,2018-03-28 17:15:02,2,Come check out Edmund Brumaghin at the #NABShow as he talks the potential of cyber risks during live broadcasts and how to fend them off: #CyberCPS17 <mention> <hyperlink>,CiscoSP360,"[Photo(previewUrl='https://pbs.twimg.com/media/DZZDgw1WAAArukB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DZZDgw1WAAArukB?format=jpg&name=large')]",cisco,"Image describes The image features a man with a beard and glasses, wearing a blue hat. He is standing in front of a laptop, which is placed on a desk. The man appears to be focused on the laptop screen, possibly working or browsing the internet. The background of the image is predominantly white, with a red and black logo in the top left corner. The overall color scheme of the image is primarily white, with the man's hat and the laptop screen providing the main contrasting colors."
299934,299935,2020-06-12 10:08:33,0,"COVID-19: Buhari Challenges Scientists On Solutions As Humanity, Nigeria’s Democracy Under Threat <hyperlink> <hyperlink>",IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EaTc52fU8AELIGO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EaTc52fU8AELIGO?format=jpg&name=large')]",independent,"Image describes The image features a person wearing a blue glove and holding a small, clear plastic tube. The person is wearing a mask, which suggests that they are taking precautions while handling the tube. The tube appears to be filled with a liquid, possibly a vaccine or a sample. The blue glove and mask indicate that the person is likely a medical professional or someone handling potentially hazardous materials."
299935,299936,2020-04-25 10:42:25,273,"Make I come greet your father , make I come meet your Mother 😩🦋 #LoveNobody <hyperlink> <hyperlink>",thisisWurlD,"[Photo(previewUrl='https://pbs.twimg.com/media/EWcYVc3XYAEwT_t?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EWcYVc3XYAEwT_t?format=jpg&name=large')]",free,"Image describes The image features a man with blue hair, wearing a black jacket. He is standing in a room with a painting on the wall behind him. The room has a window, and the man appears to be looking out of it. The overall color scheme of the image is predominantly black and white, with the blue hair of the man being the only colorful element in the scene."
299936,299937,2019-12-27 19:28:04,0,Lagos Govt. Promises To Protect Residents’ Choice Of Religion <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EM0R38-VAAAYn3e?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EM0R38-VAAAYn3e?format=jpg&name=large')]",independent,"Image describes The image features a group of men sitting next to each other, with some of them wearing turbans. They appear to be engaged in a discussion or reading a book together. The men are dressed in white, and one of them is wearing a hat. The scene is set in a room with a chair, and there are several books scattered around the area. The men are also wearing ties, which adds to the formal appearance of the gathering."
299937,299938,2020-03-26 17:18:25,16,"<mention> Too narrow.

With a can of Crisco,
However ...

You can manage
To get the head of your member up a nostril.

Takes a few hours of nostril stretching...

But doable. <hyperlink>",officialmcafee,"[Photo(previewUrl='https://pbs.twimg.com/media/EUDTRGmWoAA-n0B?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EUDTRGmWoAA-n0B?format=jpg&name=large')]",mcafee,"Image describes The image features a woman with a distinctive nose, wearing a red and black plaid shirt. She is looking at the camera with a smirk on her face. The woman is positioned in the center of the image, and her outfit is the main focus of the scene. The image has a black and white color scheme, which adds a classic and timeless feel to the photo."
299938,299939,2019-04-16 08:57:17,2151,Start em young 💪🏾 <hyperlink>,SonnyBWilliams,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1118075791814774784/pu/img/LSGs7poThv3zW0ZW.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1118075791814774784/pu/vid/320x180/BxOtTreQizrEP7r3.mp4?tag=8', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1118075791814774784/pu/vid/640x360/fWkDqQV-rixkBMpu.mp4?tag=8', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1118075791814774784/pu/vid/1280x720/Vu0dTvMt-k4Xex9R.mp4?tag=8', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1118075791814774784/pu/pl/Fa2AlWfEgQ0HsGAG.m3u8?tag=8', bitrate=None)], duration=19.463, views=58224)]",williams,There is nothing here
299939,299940,2020-02-26 10:03:36,3,"Calling all #Pistachio lovers… 
Happy National Pistachio Day! #NationalPistachioDay <hyperlink>",TimHortonsGCC,"[Photo(previewUrl='https://pbs.twimg.com/media/ERsZoiKWoAEuvcT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ERsZoiKWoAEuvcT?format=jpg&name=large')]",tim hortons,"Image describes The image features a person holding a green frosted doughnut with sprinkles on it. The doughnut is placed on a white plate, which is situated on a dining table. The person is sitting at the table, and there is a cup nearby, possibly containing a drink. The dining table occupies most of the scene, and the person's hand can be seen holding the doughnut. The green frosting on the doughnut stands out against the white plate and the table, creating a visually appealing contrast."
299940,299941,2020-09-19 05:56:06,1419,Taught myself to color with 12 days to go until the deadline for the <mention> graphic novel. So excited for everyone to see and read the story of volume one x <hyperlink>,EmersonBarrett,"[Photo(previewUrl='https://pbs.twimg.com/media/EiQYgo7U0AItAFD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EiQYgo7U0AItAFD?format=jpg&name=large')]",emerson,"Image describes The image is a black and white drawing of a castle with a tall tower. The castle is surrounded by a moat, and there are plants growing on the walls, adding a touch of greenery to the scene. The castle has a large doorway, and the overall atmosphere of the image is quite dramatic and artistic."
